Question,context,ideal_answer,answer,F1 score,bert score,blue score,SentenceSim score,meteor score,rouge score,SimHash score,perplexity score
Which capabilities does an integration of SAP Fieldglass in Sourcing and Procurement add?,SAP Fieldglass provides a cloud-based solution for managing contingent workforce and for service procurement. The integration of SAP S/4HANA Cloud with SAP Fieldglass enables an integrated invoicing process for the procured services.,The integration of SAP S/4HANA Cloud with SAP Fieldglass enables an integrated invoicing process for the procured services.,"Updating stock at goods receipt Article, Site, Inventory Management Updating purchase order history at goods receipt for a purchase order Ordering Updating of cost values for the goods receipt items in Financial Accounting Financial Accounting Updating of account assignment objects at goods receipt for purchase orders assigned to an account Controlling",0.06349206349206349,0.5160297035125264,8.194493978856762e-156,0.24070813,0.04032258064516129,0.11428571428571428,33,18.859523051839265
What happens with invoicing messages coming from SAP Fieldglass containing errrors?,"You can receive invoices created in SAP Fieldglass inSAP S/4HANA Cloud.

Error-free invoices can be posted automatically in SAP S/4HANA Cloud. Invoices with errors can be parked or saved as drafts and can later be processed manually.",Invoices with errors can be parked or saved as drafts and can later be processed manually.,The system suggests all the key data for the goods receipt from the preceding document,0.0,0.4964098294576009,0.0,0.29244232,0.0,0.0,32,17.000000000000018
Which technical service do I use for approving a purchase requisition between SAP Fieldglass and SAP S/4HANA Cloud?,"Purchase Requisition - Send Status Update Notification (PurchaseRequesitionStatusNotification_Out, SOAP service)",The SOAP service PurchaseRequesitionStatusNotification_Out,SAP S/4HANA Cloud - SAP Fieldglass Integration,0.0,0.620281224901026,0.0,0.20478103,0.0,0.0,33,4.999999999999999
Can I work with a preferred supplier?,"To be able to work with a preferred supplier list, you must first create it in the application Manage Preferred Supplier Lists. Follow the steps described below to create and edit a preferred supplier list, so that you can include the listed suppliers in the relevant list for your sourcing project.","To be able to work with a preferred supplier list, you must first create it in the application Manage Preferred Supplier Lists. Follow the steps described below to create and edit a preferred supplier list, so that you can include the listed suppliers in the relevant list for your sourcing project.",Yes. You can work with a preferred supplier.,0.23076923076923078,0.6438153743743896,0.0695931335098971,0.6479496,0.5674755214985101,0.23728813559322037,24,43.19914138825841
How can I change a purchase order?,"Edit an existing purchase order. Changes you can make to an existing purchase order depend on the status. For more information, please see the section Editing an Existing Purchase Order in this document.","Depending on the status, you can make the following changes:

Status Draft:

You can change all existing entries.

Status Not Yet Sent, Sent, and Rejected:

You can no longer change the supplier. All other changes are possible.

Status In Approval:

You can not update the supplier. All other changes are possible.",Updating purchase order history at goods receipt for a purchase order,0.0,0.505824071665605,0.0,0.28154856,0.0308641975308642,0.03225806451612903,33,51.999999999999986
Where can I view the Consumption Percentage?,You can view the Consumption Percentage of the central purchase contract on the list page and at the header level of the document. This percentage is calculated based on the type of contract selected. ,On the list page and at the header level of the document.,Consumption Percentage is a field in the Withholding Tax Type for Payment Posting window.,0.0,0.6041964404284954,9.782851220031659e-232,0.1678459,0.06756756756756756,0.07692307692307691,28,11.95033982086544
How is the consumption percentage calculated?,"The consumption percentage is calculated using the following formulas:
For quantity contracts:

= [(Release Order Quantity Item 1 * Net Price + Release Order Quantity Item 2 * Net Price) / (Purchase Contract Target Quantity Item 1 * Net Price + Purchase Contract Target Quantity Item 2 * Net Price)] * 100

For value contracts:

= [(Purchase Contract Consumed Value Item 1 + Purchase Contract Consumed Value Item 2) / (Purchase Contract Target Value Item 1 + Purchase Contract Target Value Item 2)] * 100","There are two different formulas for quantity and value contracts.
Quantity contracts:
= [(Release Order Quantity Item 1 * Net Price + Release Order Quantity Item 2 * Net Price) / (Purchase Contract Target Quantity Item 1 * Net Price + Purchase Contract Target Quantity Item 2 * Net Price)] * 100

Value contracts:
= [(Purchase Contract Consumed Value Item 1 + Purchase Contract Consumed Value Item 2) / (Purchase Contract Target Value Item 1 + Purchase Contract Target Value Item 2)] * 100",The consumption percentage is calculated by dividing the total amount of sales by the total number of sales.,0.0,0.5226046442985535,5.775632145762076e-232,0.39066514,0.01851851851851852,0.0,34,84.99999999999994
Where can I schedule an application job?,"To schedule an application job, you need to logon to the SAP Fiori application Schedule Supplier Invoice Jobs with the authorization role SAP_BR_AP_ACCOUNTANT.",In the Schedule Supplier Invoice Jobs App.,In the Application Job Scheduler. Select the application job from the list.,0.13333333333333333,0.6971915682156881,3.3898826267936662e-155,0.5597398,0.1865671641791045,0.4210526315789474,34,7.651724731089556
Can I create a new sourcing project based on a purchase requisition?,"To create a sourcing project from a purchase requisition, you use the HTTP method POST on the SourcingProject entity.",Use the HTTP method POST on the SourcingProject entity,no. purchase requisition is a different entity from a sourcing project.,0.125,0.5565785327378441,6.744160953836975e-232,0.4041778,0.03968253968253969,0.09999999999999999,25,9.904674964312845
What is the Quota arrangement service?,"This service enables you to perform the following actions using the data provided in an API call:

- List quota arrangements or quota arrangement items according to specific selection criteria (Query)

- Get details of a quota arrangement header or of a quota arrangement item (Single Read)

- Navigate from quota arrangement to related items and vice versa

- Create the following objects:
        - Quota arrangement header
        - Quota arrangement header with items

- Add items to an existing quota arrangement

- Update quota arrangement header or items

- Delete quota arrangement or quota arrangement items

The service is based on the OData protocol and can be consumed in apps and other user interfaces.","By using the data provided in an API call this service enables you to list quota arrangements or quota arrangement items according to specific selection criteria (Query), get details of a quota arrangement header or of a quota arrangement item (Single Read), navigate from quota arrangement to related items and vice versa, create the objects 'Quota arrangement header' and 'Quota arrangement header with items', add items to an existing quota arrangement, update quota arrangement header or items, delete quota arrangement or quota arrangement items. The service is based on the OData protocol and can be consumed in apps and other user interfaces.",Quota arrangement service is a service provided by the Australian Taxation Office (ATO) to help taxpayers to determine the correct withholding tax type for a particular payment.,0.15384615384615385,0.5315522090531886,2.684820574213228e-155,0.6063033,0.25682629040643995,0.20155038759689922,30,70.99574401556012
What are the key features of the Manage Condition Contracts - Supplier Rebates app,"You can use this app to do the following:

- Search for condition contracts by using compact filters and display them in a list

- Perform actions quickly, such as locking and releasing condition contracts and setting and removing settlement locks

- Navigate to condition contract creation and condition contract editing

- Display additional contract details for a selected condition contract, such as the current contract value and open accruals amount

- Display the settlement dates and settlement date details for a selected condition contract

- Display application log entries for a specific settlement date of a selected condition contract

- Get an overview of the business volume for a selected condition contract

- Analyze the document flow in a detailed way and display all related documents for a selected condition contract","You can use this app to search for condition contracts. For a selected condition contract you can perform actions quickly, such as locking and releasing condition contracts and setting and removing settlement locks, navigate to condition contract creation and condition contract editing, display additional contract details for a selected condition contract, display the settlement dates and settlement date details, display application log entries for a specific settlement date, get an overview of the business volume, analyze the document flow in a detailed way and display all related documents.",Manage Condition Contracts - Supplier Rebates app,0.06976744186046512,0.46768221921390957,5.8051759849861466e-232,0.43908495,0.09375000000000001,0.06382978723404255,23,88.8564501179297
Which process steps does the integration of SAP S/4HANA Cloud with SAP Fieldglass via cXML messages comprise?,"The integration of SAP S/4HANA Cloud with SAP Fieldglass via cXML messages enables an integrated invoicing process for the procured services.

The following table explains the process steps and the cXML message types used in each process step:

Process Step

Details

cXML Message Type

Receiving invoices

You can receive invoices created in SAP Fieldglass inSAP S/4HANA Cloud.

Error-free invoices can be posted automatically in SAP S/4HANA Cloud. Invoices with errors can be parked or saved as drafts and can later be processed manually.

InvoiceDetailRequest
Sending status updates for invoices

Your suppliers see status updates in SAP Fieldglass for invoices received in SAP S/4HANA Cloud. For example, when an invoice is paid, a status update is sent.","The integration of SAP S/4HANA Cloud with SAP Fieldglass via cXML messages comprises the following two process steps :
1. Receiving invoices
2. Sending status updates for invoices","Updating stock at goods receipt Article, Site, Inventory Management Updating purchase order history at goods receipt for a purchase order Ordering Updating of cost values for the goods receipt items in Financial Accounting Financial Accounting Updating of account assignment objects at goods receipt for purchase orders assigned to an account Controlling",0.0547945205479452,0.529725397365135,4.759367282222538e-232,0.24602185,0.03944773175542406,0.10126582278481011,31,28.880523466175237
Which parts do BAdIs usually consist of?,"BAdIs usually consist of two parts:
Definition

BAdI definition is an interface provided by SAP.

Implementation

BAdI implementation is the coding that defines what should happen when the BAdI is called.",BAdIs usually consist of the BAdI Definition and the BadI Implementation,"a database, a data dictionary, and a data model",0.13333333333333333,0.4777954871004278,1.0003688322288243e-231,0.04296123,0.045454545454545456,0.09999999999999999,36,11.884543841051851
Which Purchase Requisition apps can you extend according to your business needs?,"Extensibility for Purchase Requisition Apps
You can extend the following apps according to your business needs:

Change Purchase Requisitions

Display Purchase Requisitions",The Change Purchase Requisitions app and the Display Purchase Requisitions app.,"Updating stock at goods receipt Article, Site, Inventory Management Updating purchase order history at goods receipt for a purchase order Ordering Updating of cost values for the goods receipt items in Financial Accounting Financial Accounting Updating of account assignment objects at goods receipt for purchase orders assigned to an account Controlling",0.07017543859649122,0.5621074134843391,3.2127248477865483e-233,0.40313056,0.03067484662576687,0.0967741935483871,30,11.979544189672433
Which Purchase Order apps can you extend according to your business needs?,"Process Extensibility for Documents in Procurement
You can extend the following apps according to your business needs:

Manage Purchase Orders

Create Purchase Order - Advanced

Change Purchase Order - Advanced

Create Purchase Order via Purchase Requisition","The Manage Purchase Orders app, the Create Purchase Order - Advanced app, the Change Purchase Order - Advanced app and the Create Purchase Order via Purchase Requisition app.","Article, Site, Inventory Management Updating purchase order history at goods receipt for a purchase order Ordering Updating of cost values for the goods receipt items in Financial Accounting Financial Accounting Updating of account assignment objects at goods receipt for purchase orders assigned to an account Controlling",0.18461538461538457,0.5908395309074252,5.872009150813713e-232,0.490085,0.17251842993056418,0.25,22,28.294009374670004
The Adobe output forms of the which documents can you extend according to your business needs?,"Extensibility for Adobe Output Forms of Documents in Procurement
Use
You can extend the Adobe® output forms of the following documents according to your business needs:

ERS and Invoicing Plan Settlement

Invoice Verification Complaint

Scheduling Agreement Form

Form Template Purchase Contract

Form Template Purchase Order","ERS and Invoicing Plan Settlement, Invoice Verification Complaint, Scheduling Agreement Form, Form Template Purchase Contract and Form Template Purchase Order.",purchase orders or shipping notifications.sap.com,0.08000000000000002,0.5797517240047455,0.0,0.36155024,0.2717391304347826,0.14814814814814817,36,21.000000000000007
What is the purpose of the Material Price Variance app?,"With this app you can display the deviation of the actual price paid for materials from what has been set as standard data. You can monitor the material price variance over a certain period of time and evaluate the price deviations of different documents, for example info records, purchase orders, contracts, and invoices. This helps you to determine the reason for the price variance and improve the efficiency of your supply chain management.","To display the deviation of the actual price paid for materials from what has been set as standard data. You can monitor the material price variance over a certain period of time and evaluate the price deviations of different documents, for example info records, purchase orders, contracts, and invoices.",to monitor the material price variances in the supply chain,0.15384615384615385,0.6114771474491466,0.043754366275866166,0.6978701,0.3947923997185081,0.23728813559322035,29,33.60925752772765
What fey features does the Material Price Variance app provide?,"Key Features
With this app, you can do the following:

Display the material price variance for different purchasing documents in relation to a range of measures

Drill down to display the material price variance for the following objects for a range of dimensions:

Info Records
Invoice
Moving Average Price
Purchase Contracts
Purchase Orders
Analyze the material price variance for different object types for the following set of default filters:

Display Currency
Validity Start Date
Validity End Date
Plant
Supplier
Purchasing Group
Purchasing Organization
Analyze data in chart and tabular format

Save your personalized settings as a variant

This app uses the C_MaterialPriceVariance CDS view.","1. Display the material price variance for different purchasing documents in relation to a range of measures.
2. Drill down to display the material price variance for a range of dimensions.
3. Analyze the material price variance for different object types. 4. Analyze data in chart and tabular format.
5. Save your personalized settings as a variant.",Material Price Variance is a mobile app that allows users to monitor the price of raw materials and finished goods.,0.2028985507246377,0.5731056190672374,1.035771919671626e-231,0.5999723,0.21484375,0.2597402597402597,17,45.65526463122441
Which devices types does the Material Price Variance app support?,"Supported Device Types
Desktop

Tablet

Smartphone","The Material Price Variance app supports desktop, tablet and smartphone.",Android and iOS devices.. .. ..,0.15384615384615383,0.6356992483139038,9.788429383461836e-232,0.49397165,0.06666666666666667,0.14285714285714288,36,10.826645188807433
What is the purpose of the Contract Expiry app?,"Contract Expiry
Use
You can use this app to identify purchase contracts that expire within a specific time frame. You can also use the app to find the number of expiring contracts, target amount, and the released amount of the expiring contracts. You can analyze the number of contracts that would expire in 90 days. The contracts must be valid on current date and should expire before 90 days in the future.","To identify purchase contracts that expire within a specific time frame. You can also use the app to find the number of expiring contracts, target amount, and the released amount of the expiring contracts. You can analyze the number of contracts that would expire in 90 days. The contracts must be valid on current date and should expire before 90 days in the future.",Updating purchase order history at goods receipt for a purchase order,0.030303030303030304,0.5506752828756968,7.490163752058132e-232,0.23417078,0.0591715976331361,0.05333333333333334,29,64.72573332210816
What fey features does the Contract Expiry app provide?,"Key Features
With this app, you can do the following:

Analyze data in the form of chart and in tabular format.

Share the analysis results via an email or export as an excel.

Use the filter Purchasing Document Subtype to check purchase contract type.
Navigate to the following apps:

Manage Purchase Contracts

Purchasing Contract Factsheet

My Purchasing Document Items

Supplier Factsheet

Save the analyzed filters for later reference as a new tile.

Filter views

Click the arrow icon on the screen

Choose the Save as Tile option

Enter relevant details and save

The newly created tile displays on the launchpad.

This app uses the following CDS view:
C_PurchaseContractExpiry","1. Analyze data in the form of chart and in tabular format.
2. Share the analysis results via an email or export as an excel.
3. Use the filter Purchasing Document Subtype to check purchase contract type.
4. Save the analyzed filters for later reference as a new tile.","Updating stock at goods receipt Article, Site, Inventory Management Updating purchase order history at goods receipt for a purchase order Ordering Updating of cost values for the goods receipt items in Financial Accounting Financial Accounting Updating of account assignment objects at goods receipt for purchase orders assigned to an account Controlling",0.11111111111111112,0.5329121544695737,1.1150956108619835e-231,0.27399763,0.09363295880149815,0.18000000000000002,23,47.11110795816351
Which devices types does the Contract Expiry app support?,"Supported Device Types
Desktop

Tablet

Smartphone","The Contract Expiry app supports desktop, tablet and smartphone.",Android and iOS devices.. The Contract Expiry app is compatible with the following devices:,0.4,0.676616370677948,0.15746804497764577,0.7810619,0.28774193548387095,0.43478260869565216,24,9.63070409036856
What is the purpose of the Unused Contracts app?,"Unused Contracts
Use
You can use this app to identify the number of contracts not used from the previous year to date. You can also find the target and released amount of the unused contracts. Unused contracts are contracts that were not used for any purchase order assignment or were not changed within a certain time frame.",To identify the number of contracts not used from the previous year to date. You can also find the target and released amount of the unused contracts.,to identify contracts that have not been used for a period of time,0.3428571428571428,0.6010597760860736,1.2287022022568943e-231,0.6963409,0.20547945205479454,0.3,30,26.104309868184824
What options are available to configure the Flexible Workflow for Purchase Scheduling Agreements?,"The flexible workflow is a general function that allows you to define condition-based workflows for approval processes. For purchase scheduling agreements, you can set up automatic, one-step, or multi-step approval workflows based on your requirements.
The following roles are required when working with the flexible workflow for purchase scheduling agreements:
Roles in Flexible Workflow for Purchase Scheduling Agreements
Who Required Role
User who creates purchase scheduling agreement SAP_BR_PURCHASER
Approver SAP_BR_PURCHASING_MANAGER
Business process configuration expert SAP_BPC_EXPERT","For purchase scheduling agreements, you can set up automatic, one-step, or multi-step approval workflows based on your requirements.","You can, for example, carry out a search using the internal article number, the EAN, or the delivery date",0.2424242424242424,0.496981921295325,4.597413477391656e-155,0.22604226,0.24997772034578025,0.20512820512820512,24,18.946009633822655
How can I maintain supplier lists for sourcing?,"With this app, you as a sourcing manager, can assign suppliers to a sourcing project based on the selected combination of Material Group and Company Code. You can do this by updating the supplier list in the app Manage Sourcing Projects. During this process, the preferred supplier list for the specified material group and company code is made available for your sourcing project. Please note, that this app doesn't have an own tile on the SAP Fiori launchpad.",A sourcing manager can assign suppliers to a sourcing project based on the selected combination of Material Group and Company Code. You do this by updating the supplier list in the app Manage Sourcing Projects. ,"Create supplier lists for sourcing. For each supplier, define the withholding tax type.",0.09523809523809522,0.6387447549237145,1.1045881851389632e-231,0.5487067,0.19337016574585636,0.20833333333333331,30,32.939624322923336
How do I manage quotations from suppliers?,"Purpose
You can use this app to display all supplier quotations that you have received for different RFQs. You can view the detailed information for each quotation.
Key Features
You can perform the following tasks if you have the business role Purchaser:
§ Display the list of all quotations
§ Search for a particular quotation
§ Display detailed information for a quotation by selecting the corresponding line
§ Display general information such as creation date, supplier address, and contact data
§ Display detailed information for items such as the actual item, quantity and pricing details
§ Submit quotations that are in status In Preparation
§ Edit quotations that are in status In Preparation or in status Submitted
§ Delete quotations that are in status In Preparation
§ Award quotations
Note
The system doesn't accept supplier quotations with the net order price that is equal to 0.
§ Set quotations to Completed
§ Navigate to the detailed information about suppliers and RFQs
§ Display the History of the supplier quotations to keep track of the document changes.","
Use the Manage Supplier Quotations app to display all supplier quotations that you have received for different RFQs. You can display all quotations, search quotations, view detailed information, submit quotations, edit quotations, delete quotations, and award quotations",Create a new quotation from the supplier. Enter the required details.,0.04545454545454545,0.5186815368277686,9.309480961664223e-232,0.58795285,0.15527950310559005,0.16666666666666669,20,37.816192636657895
What type of Request for Quotation types are available?,"With this app, you can display RFQs that have been created in the SAP S/4HANA Cloud system by type. You can see the following RFQ types:
Ext. Price Requests: RFQs for which pricing is extracted from external systems for example, SAP Ariba.
Ext. Sourcing Requests: RFQs for which bidding and awarding takes place externally. The RFQs that are created in SAP S/4HANA Cloud, and then sent to the SAP Ariba system where the bidding process takes place. The awarded quotations are then sent back to SAP S/4HANA Cloud.
Int. Sourcing Requests: RFQs for which all the processes happen internally within SAP S/4HANA Cloud.","You can see the following Request for Quotation (RFQ) types:
External Price Requests: extracted from external systems for example, SAP Ariba.
External Sourcing Requests: bidding and awarding takes place externally.
Internal Sourcing Requests: all the processes happen internally within SAP S/4HANA Cloud.",RFQ_Tax_Type_For_Payment_Posting,0.0,0.5188160886367162,0.0,0.3938997,0.0,0.12244897959183673,33,43.0
Can you schedule recurring jobs related to purchasing?,"With this app you can schedule and monitor recurring, purchasing related activities as a background job.

Key Features
You can choose from the following job templates:

Automatic Creation of Purchase Orders from Requisitions

Automatic Creation of Service Entry Sheets from Time Recording

Note
Please use this application job only if an error occurred during the automatic generation of service entry sheets from timesheets and you want to restart the creation of failed service entry sheets or goods receipts.

Create Scheduling Agreement Releases

Renumbering of Schedule Lines

To renumber schedule lines for an item in a purchase scheduling agreement, you need to schedule a background job using the job template Renumbering of Schedule Lines in the app Schedule Purchasing Jobs - Advanced. Here you can define the threshold, which is 50% to 100% of its maximum limit: 9999 schedule lines. During the creation of schedule lines, if the defined threshold value is reached, the scheduled background job triggers the renumbering of the schedule lines so that you can continue creating new lines.","With this app you can schedule and monitor recurring, purchasing related activities as a background job.

Key Features
You can choose from the following job templates:

Automatic Creation of Purchase Orders from Requisitions

Automatic Creation of Service Entry Sheets from Time Recording

Note
Please use this application job only if an error occurred during the automatic generation of service entry sheets from timesheets and you want to restart the creation of failed service entry sheets or goods receipts.

Create Scheduling Agreement Releases

Renumbering of Schedule Lines

To renumber schedule lines for an item in a purchase scheduling agreement, you need to schedule a background job using the job template Renumbering of Schedule Lines in the app Schedule Purchasing Jobs - Advanced. Here you can define the threshold, which is 50% to 100% of its maximum limit: 9999 schedule lines. During the creation of schedule lines, if the defined threshold value is reached, the scheduled background job triggers the renumbering of the schedule lines so that you can continue creating new lines.",no recurring jobs related to purchasing are scheduled.,0.07407407407407407,0.5323267512851291,7.73131207676959e-232,0.41212004,0.13157894736842107,0.06741573033707865,22,149.60243551874822
How can you manage quota arrangements?,"With this app you can schedule and monitor recurring, purchasing related activities as a background job.
Key Features
You can choose from the following job templates:

• Automatic Creation of Purchase Orders from Requisitions

• Automatic Creation of Service Entry Sheets from Time Recording

Note
Please use this application job only if an error occurred during the automatic generation of service entry sheets from timesheets and you want to restart the creation of failed service entry sheets or goods receipts.

• Create Scheduling Agreement Releases

• Renumbering of Schedule Lines

To renumber schedule lines for an item in a purchase scheduling agreement, you need to schedule a background job using the job template Renumbering of Schedule Lines in the app Schedule Purchasing Jobs - Advanced. Here you can define the threshold, which is 50% to 100% of its maximum limit: 9999 schedule lines. During the creation of schedule lines, if the defined threshold value is reached, the scheduled background job triggers the renumbering of the schedule lines so that you can continue creating new lines.","You can schedule and monitor recurring, purchasing related activities as a background job. You can choose from the following job templates:
• Automatic Creation of Purchase Orders from Requisitions
• Automatic Creation of Service Entry Sheets from Time Recording
• Create Scheduling Agreement Releases
• Renumbering of Schedule Lines",Define withholding tax type for payment postings,0.0,0.553656647602717,0.0,0.15185782,0.0,0.0,29,49.999999999999986
How can I find the consumption of value type contracts?,"You can use this app to identify the consumption percentage of value type contracts from the previous year to date. You can also find the target and released amount of the contracts.
The KPI is displayed in the following views:
§ By Supplier
§ By Purchasing Group
§ By Purchasing Organization
§ Document
§ Trend
§ Trend by Supplier",Use the Value Contract Consumption app to identify the consumption percentage of value type contracts from the previous year to date.,The consumption of value type contracts can be found in the Contract Consumption tab.,0.4666666666666666,0.6420076171557109,0.1423071532720465,0.71758974,0.5277070063694267,0.5142857142857143,16,19.806046719412194
What are settlement documents?,"When you settle condition contracts, the system creates one or more settlement documents according to the settings of the condition contract type.
Purpose of Settlement Documents
Settlement documents serve the following purposes.
§ Settlement documents document the settlement run: You can see the created settlement documents in the document flow of a condition contract.
§ Settlement documents are used to calculate rebate or accruals amounts: The calculation is performed by means of a separate pricing procedure specified in the settlement document.
§ Settlement documents are the link to financial accounting: The system creates journal entries according to the different settings for the condition contract type and for pricing.","Settlement documents serve the following purposes:
- document the settlement run
- used to calculate rebate or accruals amounts
- the link to financial accounting",settlement documents are agreements between the parties to a transaction,0.22222222222222218,0.551482179760933,1.1409851298103347e-231,0.693707,0.1724137931034483,0.25000000000000006,23,21.396605882712628
How can I monitor settlement documents?,"With this app, you can easily get an overview of settlement documents for a selected time period and specific criteria.

The app also allows you to drill down on cumulated settlement amounts based on settlement document information. This facilitates the management of settlement documents and helps you to make informed business decisions.

You can monitor settlement documents based on document and condition contract information. The settlement amounts are converted and summed up in the respective display currency; this gives you a precise overview of the settlement documents in your settlement process.",You can easily get an overview of settlement documents for a selected time period and specific criteria and drill down on cumulated settlement amounts based on settlement document information. This facilitates the management of settlement documents and helps you to make informed business decisions.,I can monitor settlement documents by using the Settlement Documents tab.,0.19607843137254902,0.6676229586203893,3.306908134433258e-155,0.68384516,0.31142327060694414,0.21818181818181817,22,36.94574192934483
How can I verify the amounts calculated during condition contract settlement?,"With this app, you can view an itemization of the business volume for selected condition contract settlement documents.
This app uses the C_DetStmntPurgRbteQry CDS view.
Key Features
You can use this app to verify the settlement amounts that are calculated by the system during condition contracts settlement by providing a complete list of the items which were included in these calculations.","With Analyze Detailed Statement Purchasing Rebates, you can view an itemization of the business volume for selected condition contract settlement documents.",You can verify the amounts calculated during condition contract settlement by using the GL Accounts Report.,0.30303030303030304,0.700231628285514,2.2389220137353796e-78,0.53597206,0.360621521335807,0.3243243243243243,20,21.619538099777934
What can I do with Extend Contract Conditions?,"With this app you can extend the selected condition contracts according to the extension calendar in the condition contract header.
Key Features
Select condition contracts with an extension calendar.
Extend condition contracts with an extension calendar.","You can extend the selected condition contracts according to the extension calendar in the condition contract header, such as, select condition contracts with an extension calendar and extend condition contracts with an extension calendar.",Extend Contract Conditions is a feature that allows you to extend contract conditions to other contracts.,0.2727272727272727,0.5965753933962654,1.1045881851389632e-231,0.70123196,0.2894736842105263,0.36000000000000004,20,33.274105387195256
How can I manage sources of supply?,"With this app you can view and manage existing sources of supply for a material for a defined validity period. You can create a source of supply, such as a source list, a contract, or a purchasing info record.
Key Features
You can perform the following tasks if you have the business role purchaser:
• Search and view sources of supply based on different criteria, such as material, supplier, material group, plant, purchasing organization, purchasing document category, quota arrangement, and validity period.
• View the relevance of different sources of supply
• Create or edit sources of supply
Note
When you click create and choose a source of supply, you will be navigated to the respective app to provide the details for the creation of the purchasing document.
§ Check the default source assignment of a purchase requisition for a specific material, plant, and date combination
§ Choose Simulate SoS Assignment
§ Enter the relevant material, plant, and date
§ Choose Go
The system will display the default sources of supply. If multiple sources of supply exist and if the system cannot determine a single default source of supply, then all sources of supply will be shown.","With Manage Sources of Supply, you can view and manage existing sources of supply for a material for a defined validity period. You can create a source of supply, such as a source list, a contract, or a purchasing info record.",I can manage sources of supply by ensuring that the supply is available and that the demand is met.,0.2692307692307692,0.5841001689434051,1.3830855776458556e-78,0.7225846,0.1762114537444934,0.23333333333333336,24,37.882468897617144
What options are available in Monitor Supplier Confirmations?,"With this app, you can display purchasing document items (purchase orders and scheduling agreements) that have pending supplier confirmations and monitor their status from the supplier. You can also choose a purchasing document item to view its delivery schedule, account assignment details, and general information.
Key Features
You can use this app to:
• View purchasing document items based on filter criteria such as the purchasing document, purchasing organization, purchasing group, supplier, and confirmation category.
Note
Only purchasing document items that fall within a specified monitoring period are displayed in this app. This monitoring period is defined by your business configuration expert in the configuration step Set Up Confirmation Control. This configuration step can be found in the Manage Your Solution app under Sourcing and Procurement  Operational Procurement  Confirmations.
• View the delivery schedule, account assignment details, and general information of a purchasing document item.
• Navigate to view contextual information related to a supplier.
• Navigate to view contextual information related to a material.","You can display purchasing document items (purchase orders and scheduling agreements) that have pending supplier confirmations and monitor their status from the supplier. You can also choose a purchasing document item to view its delivery schedule, account assignment details, and general information.","search using the internal article number, the EAN, or the delivery date",0.04081632653061225,0.5989264070987701,9.788429383461836e-232,0.3307698,0.11494252873563218,0.07407407407407407,24,42.66404877600979
What is the Off-Contract Spend app used for?,"You can use the Off-Contract Spend app to analyze the total spend amount in relation to purchase orders that do not have a contract assignment. For some items, no negotiated pricing or blanket purchase agreement is in place when they are purchased. These items are defined as non-contract purchases. You can use this app to measure the percentage of purchases made without any contract.
The KPI is displayed in the following views:
• By Supplier
• By Purchasing Group
• By Purchasing Organization
• By Material Group
• Document
• By Plant
• By WBS Element
• By Cost Center
• Trend
• Trend by Supplier
• Trend by Purchasing Category","You can use the Off-Contract Spend app to analyze the total spend amount in relation to purchase orders that do not have a contract assignment. For some items, no negotiated pricing or blanket purchase agreement is in place when they are purchased. These items are defined as non-contract purchases. You can use this app to measure the percentage of purchases made without any contract.",Define Withholding Tax Type for Payment Posting,0.029850746268656716,0.6020284444093704,0.0,0.1783317,0.11363636363636365,0.054794520547945216,37,64.99999999999996
What is the Manage Purchasing Info Records app used for?,"With this app you can view and manage purchasing info records (info records). You can also determine which material can be procured from a specific supplier at a defined price for a certain validity period. To create an info record using this app, you must store a material or a material group and its supplier details at a plant or a purchasing organization level.
Key Features
With this app, you can do the following:
• Search for info records based on different criteria such as info record number, material, material group, supplier, and plant
• View, create, edit, or delete info records
Note
You can create and display info records for the following procurement types:
o Consignment
o Pipeline
o Standard
o Subcontracting
• Maintain conditions for a defined validity period. Conditions are used to determine the net price of a material.
Note
You can only define the condition type Gross Price in info records.
• Maintain the following sections in an info record:
o General Information
o Purchasing Data
o Delivery and Quantity
o Conditions
o Reference
• Enable info records for automatic sourcing
• Extend existing info records to different plants and purchasing organizations. To extend an info record, you can do the following:
o Choose Create New Purchasing Info Record icon.
o Enter the material and supplier details.
• The info record details for this material and supplier combination appear on the screen.
o Enter the relevant plant and purchasing organization details.
o Choose Save.
Note
You can provide description for an info record only when you have entered the material group.
• Navigate to the Material and Supplier object pages","You can view and manage purchasing info records (info records). You can also determine which material can be procured from a specific supplier at a defined price for a certain validity period. To create an info record using this app, you must store a material or a material group and its supplier details at a plant or a purchasing organization level.",Manage Purchasing Info Records is used to manage purchasing info records.,0.25,0.5682281504074732,0.035735700236242424,0.7277489,0.2857142857142857,0.24999999999999997,17,54.41680041997038
What can I do in the Evaluating Suppliers app in Supplier Evaluation?,"You can use this app to access evaluation responses that category managers are asking you to fill out. You can also access responses that you have already filled out. Note that you can display submitted evaluation responses, but you can no longer change them.
Key Features
You can display evaluation responses, which can have the following statuses:
• New
• In process
• Submitted
You can also search for specific evaluation responses, using the statuses as search criteria.","You can use this app to access evaluation responses that category managers are asking you to fill out. You can also access responses that you have already filled out. Note that you can display submitted evaluation responses, but you can no longer change them.",Updating purchase order history at goods receipt for a purchase order,0.0,0.503974199295044,0.0,0.041026577,0.0,0.0,31,45.00000000000006
