Question,context,ideal_answer,answer,F1 score,bert score,blue score,SentenceSim score,meteor score,rouge score,SimHash score,perplexity score
Which capabilities does an integration of SAP Fieldglass in Sourcing and Procurement add?,SAP Fieldglass provides a cloud-based solution for managing contingent workforce and for service procurement. The integration of SAP S/4HANA Cloud with SAP Fieldglass enables an integrated invoicing process for the procured services.,The integration of SAP S/4HANA Cloud with SAP Fieldglass enables an integrated invoicing process for the procured services.,Updating of cost values for the goods receipt items in Financial Accounting,0.15384615384615383,0.6151289618932284,4.565054879844424e-155,0.16203296,0.20122484689413822,0.1935483870967742,24,18.744908593248237
What happens with invoicing messages coming from SAP Fieldglass containing errrors?,"You can receive invoices created in SAP Fieldglass inSAP S/4HANA Cloud.

Error-free invoices can be posted automatically in SAP S/4HANA Cloud. Invoices with errors can be parked or saved as drafts and can later be processed manually.",Invoices with errors can be parked or saved as drafts and can later be processed manually.,response: You can correct them in the SAP system; evidence: Invoicing messages coming from SAP Fieldglass containing errrors You can correct them in the SAP system.,0.1,0.6054396740027836,5.496280161896139e-232,0.47740984,0.06968641114982578,0.14285714285714285,28,16.042330705626686
Which technical service do I use for approving a purchase requisition between SAP Fieldglass and SAP S/4HANA Cloud?,"Purchase Requisition - Send Status Update Notification (PurchaseRequesitionStatusNotification_Out, SOAP service)",The SOAP service PurchaseRequesitionStatusNotification_Out,response: The technical service is called https://w3.sap.com/sap/s/4hc/sap_s_4_hc_cloud/approve_purchase_request|SAP S/4HANA Cloud - SAP Fieldglass - Purchase Requisition>; evidence: https://w3.sap.com/sap/s/4hc/sap_s_4_hc_cloud/approve_purchase_request|SAP S/4HANA Cloud - SAP Fieldglass - Purchase Requisition,0.08695652173913045,0.2560956116455297,1.0879672710966599e-234,0.45925438,0.03322259136212625,0.06896551724137931,36,4.911534548576029
Can I work with a preferred supplier?,"To be able to work with a preferred supplier list, you must first create it in the application Manage Preferred Supplier Lists. Follow the steps described below to create and edit a preferred supplier list, so that you can include the listed suppliers in the relevant list for your sourcing project.","To be able to work with a preferred supplier list, you must first create it in the application Manage Preferred Supplier Lists. Follow the steps described below to create and edit a preferred supplier list, so that you can include the listed suppliers in the relevant list for your sourcing project.",response: I do not have information regarding preferred suppliers.; evidence: NA,0.07142857142857142,0.5520888070265452,8.804363503668162e-232,0.5904184,0.07894736842105264,0.06451612903225806,24,48.73829460753688
How can I change a purchase order?,"Edit an existing purchase order. Changes you can make to an existing purchase order depend on the status. For more information, please see the section Editing an Existing Purchase Order in this document.","Depending on the status, you can make the following changes:

Status Draft:

You can change all existing entries.

Status Not Yet Sent, Sent, and Rejected:

You can no longer change the supplier. All other changes are possible.

Status In Approval:

You can not update the supplier. All other changes are possible.",response: Updating purchase order history at goods receipt for a purchase order; evidence: Updating purchase order history at goods receipt for a purchase order,0.0,0.5802924242512933,7.690076942257604e-232,0.30538797,0.049019607843137254,0.026666666666666665,35,52.00000000000008
Where can I view the Consumption Percentage?,You can view the Consumption Percentage of the central purchase contract on the list page and at the header level of the document. This percentage is calculated based on the type of contract selected. ,On the list page and at the header level of the document.,response: NA; evidence: NA; evidence: NA,0.0,0.43727031079205597,0.0,0.12153511,0.0,0.0,32,13.0
How is the consumption percentage calculated?,"The consumption percentage is calculated using the following formulas:
For quantity contracts:

= [(Release Order Quantity Item 1 * Net Price + Release Order Quantity Item 2 * Net Price) / (Purchase Contract Target Quantity Item 1 * Net Price + Purchase Contract Target Quantity Item 2 * Net Price)] * 100

For value contracts:

= [(Purchase Contract Consumed Value Item 1 + Purchase Contract Consumed Value Item 2) / (Purchase Contract Target Value Item 1 + Purchase Contract Target Value Item 2)] * 100","There are two different formulas for quantity and value contracts.
Quantity contracts:
= [(Release Order Quantity Item 1 * Net Price + Release Order Quantity Item 2 * Net Price) / (Purchase Contract Target Quantity Item 1 * Net Price + Purchase Contract Target Quantity Item 2 * Net Price)] * 100

Value contracts:
= [(Purchase Contract Consumed Value Item 1 + Purchase Contract Consumed Value Item 2) / (Purchase Contract Target Value Item 1 + Purchase Contract Target Value Item 2)] * 100",response: The consumption percentage is calculated by multiplying the amount of the payment by the number of days in the month.; evidence: The consumption percentage is calculated by multiplying the amount of the payment by the number of days in the month.,0.0,0.49853712846251097,7.601159375410181e-232,0.313665,0.028735632183908046,0.0,24,84.99999999999984
Where can I schedule an application job?,"To schedule an application job, you need to logon to the SAP Fiori application Schedule Supplier Invoice Jobs with the authorization role SAP_BR_AP_ACCOUNTANT.",In the Schedule Supplier Invoice Jobs App.,response: I do not have information regarding where I can schedule an application job.; evidence: NA,0.09523809523809522,0.511535906791687,2.417097137022882e-232,0.5126456,0.07978723404255318,0.17391304347826086,27,8.0
Can I create a new sourcing project based on a purchase requisition?,"To create a sourcing project from a purchase requisition, you use the HTTP method POST on the SourcingProject entity.",Use the HTTP method POST on the SourcingProject entity,response: I do not have information regarding creating a sourcing project.; evidence: NA,0.0,0.5211771743165122,0.0,0.39589447,0.0,0.0,27,9.999999999999998
What is the Quota arrangement service?,"This service enables you to perform the following actions using the data provided in an API call:

- List quota arrangements or quota arrangement items according to specific selection criteria (Query)

- Get details of a quota arrangement header or of a quota arrangement item (Single Read)

- Navigate from quota arrangement to related items and vice versa

- Create the following objects:
        - Quota arrangement header
        - Quota arrangement header with items

- Add items to an existing quota arrangement

- Update quota arrangement header or items

- Delete quota arrangement or quota arrangement items

The service is based on the OData protocol and can be consumed in apps and other user interfaces.","By using the data provided in an API call this service enables you to list quota arrangements or quota arrangement items according to specific selection criteria (Query), get details of a quota arrangement header or of a quota arrangement item (Single Read), navigate from quota arrangement to related items and vice versa, create the objects 'Quota arrangement header' and 'Quota arrangement header with items', add items to an existing quota arrangement, update quota arrangement header or items, delete quota arrangement or quota arrangement items. The service is based on the OData protocol and can be consumed in apps and other user interfaces.",response: The answer is no.; evidence: NA,0.02,0.5121853893453424,7.305907005716941e-232,-0.004717622,0.06976744186046512,0.03669724770642201,28,102.71328949409016
What are the key features of the Manage Condition Contracts - Supplier Rebates app,"You can use this app to do the following:

- Search for condition contracts by using compact filters and display them in a list

- Perform actions quickly, such as locking and releasing condition contracts and setting and removing settlement locks

- Navigate to condition contract creation and condition contract editing

- Display additional contract details for a selected condition contract, such as the current contract value and open accruals amount

- Display the settlement dates and settlement date details for a selected condition contract

- Display application log entries for a specific settlement date of a selected condition contract

- Get an overview of the business volume for a selected condition contract

- Analyze the document flow in a detailed way and display all related documents for a selected condition contract","You can use this app to search for condition contracts. For a selected condition contract you can perform actions quickly, such as locking and releasing condition contracts and setting and removing settlement locks, navigate to condition contract creation and condition contract editing, display additional contract details for a selected condition contract, display the settlement dates and settlement date details, display application log entries for a specific settlement date, get an overview of the business volume, analyze the document flow in a detailed way and display all related documents.",response: i do not have information regarding the Manage Condition Contracts - Supplier Rebates application.; evidence: NA,0.0631578947368421,0.5084037845549376,7.640041254455826e-232,0.4001115,0.12237762237762238,0.07692307692307693,21,83.37491108068815
Which process steps does the integration of SAP S/4HANA Cloud with SAP Fieldglass via cXML messages comprise?,"The integration of SAP S/4HANA Cloud with SAP Fieldglass via cXML messages enables an integrated invoicing process for the procured services.

The following table explains the process steps and the cXML message types used in each process step:

Process Step

Details

cXML Message Type

Receiving invoices

You can receive invoices created in SAP Fieldglass inSAP S/4HANA Cloud.

Error-free invoices can be posted automatically in SAP S/4HANA Cloud. Invoices with errors can be parked or saved as drafts and can later be processed manually.

InvoiceDetailRequest
Sending status updates for invoices

Your suppliers see status updates in SAP Fieldglass for invoices received in SAP S/4HANA Cloud. For example, when an invoice is paid, a status update is sent.","The integration of SAP S/4HANA Cloud with SAP Fieldglass via cXML messages comprises the following two process steps :
1. Receiving invoices
2. Sending status updates for invoices",Updating of cost values for the goods receipt items in Financial Accounting,0.1111111111111111,0.5740729157741253,1.0244914152188952e-231,0.13319203,0.14492753623188406,0.2,30,28.74670063205427
Which parts do BAdIs usually consist of?,"BAdIs usually consist of two parts:
Definition

BAdI definition is an interface provided by SAP.

Implementation

BAdI implementation is the coding that defines what should happen when the BAdI is called.",BAdIs usually consist of the BAdI Definition and the BadI Implementation,response: a) a b) a c) a d) a e) a f) a g) a h) a i) a j) a k) a l) a m) a n) a o) a p) a q) a r) a s) a t) a u) a v) a w) a x) a y) a z) a ,0.0,0.35731480494141576,0.0,0.029599268,0.0,0.0,30,12.000000000000025
Which Purchase Requisition apps can you extend according to your business needs?,"Extensibility for Purchase Requisition Apps
You can extend the following apps according to your business needs:

Change Purchase Requisitions

Display Purchase Requisitions",The Change Purchase Requisitions app and the Display Purchase Requisitions app.,response: You can extend the application to meet your business needs.; evidence: NA,0.0,0.48373982660910664,7.673870691289002e-232,0.32259315,0.060606060606060615,0.08333333333333334,31,11.91994999934571
Which Purchase Order apps can you extend according to your business needs?,"Process Extensibility for Documents in Procurement
You can extend the following apps according to your business needs:

Manage Purchase Orders

Create Purchase Order - Advanced

Change Purchase Order - Advanced

Create Purchase Order via Purchase Requisition","The Manage Purchase Orders app, the Create Purchase Order - Advanced app, the Change Purchase Order - Advanced app and the Create Purchase Order via Purchase Requisition app.",response: I do not have information regarding which Purchase Order apps can you extend according to your business needs.; evidence: NA,0.09302325581395349,0.4711274433135986,3.5549360472630305e-155,0.62797445,0.078125,0.12765957446808512,30,25.40634708506618
The Adobe output forms of the which documents can you extend according to your business needs?,"Extensibility for Adobe Output Forms of Documents in Procurement
Use
You can extend the Adobe® output forms of the following documents according to your business needs:

ERS and Invoicing Plan Settlement

Invoice Verification Complaint

Scheduling Agreement Form

Form Template Purchase Contract

Form Template Purchase Order","ERS and Invoicing Plan Settlement, Invoice Verification Complaint, Scheduling Agreement Form, Form Template Purchase Contract and Form Template Purchase Order.",unanswerable; evidence: NA The Adobe output forms of the purchase order documents can you extend according to your business needs.,0.10526315789473685,0.6035834000660822,8.231055179516831e-232,0.51736426,0.16103896103896106,0.15,34,21.000000000000007
What is the purpose of the Material Price Variance app?,"With this app you can display the deviation of the actual price paid for materials from what has been set as standard data. You can monitor the material price variance over a certain period of time and evaluate the price deviations of different documents, for example info records, purchase orders, contracts, and invoices. This helps you to determine the reason for the price variance and improve the efficiency of your supply chain management.","To display the deviation of the actual price paid for materials from what has been set as standard data. You can monitor the material price variance over a certain period of time and evaluate the price deviations of different documents, for example info records, purchase orders, contracts, and invoices.",to track the value of a specific material in the value-added process,0.11320754716981131,0.5566460873399462,1.0003688322288243e-231,0.45702276,0.18404907975460125,0.1935483870967742,32,35.90961641976687
What fey features does the Material Price Variance app provide?,"Key Features
With this app, you can do the following:

Display the material price variance for different purchasing documents in relation to a range of measures

Drill down to display the material price variance for the following objects for a range of dimensions:

Info Records
Invoice
Moving Average Price
Purchase Contracts
Purchase Orders
Analyze the material price variance for different object types for the following set of default filters:

Display Currency
Validity Start Date
Validity End Date
Plant
Supplier
Purchasing Group
Purchasing Organization
Analyze data in chart and tabular format

Save your personalized settings as a variant

This app uses the C_MaterialPriceVariance CDS view.","1. Display the material price variance for different purchasing documents in relation to a range of measures.
2. Drill down to display the material price variance for a range of dimensions.
3. Analyze the material price variance for different object types. 4. Analyze data in chart and tabular format.
5. Save your personalized settings as a variant.",response: The Material Price Variance application provides the following features:,0.10169491525423728,0.57710233827432,6.367803053737255e-232,0.6590089,0.25485714285714284,0.14925373134328357,18,51.87529199780765
Which devices types does the Material Price Variance app support?,"Supported Device Types
Desktop

Tablet

Smartphone","The Material Price Variance app supports desktop, tablet and smartphone.",ios and android os and android os,0.125,0.5426026242119926,9.788429383461836e-232,0.3729265,0.06666666666666667,0.11764705882352941,38,10.704495493937793
What is the purpose of the Contract Expiry app?,"Contract Expiry
Use
You can use this app to identify purchase contracts that expire within a specific time frame. You can also use the app to find the number of expiring contracts, target amount, and the released amount of the expiring contracts. You can analyze the number of contracts that would expire in 90 days. The contracts must be valid on current date and should expire before 90 days in the future.","To identify purchase contracts that expire within a specific time frame. You can also use the app to find the number of expiring contracts, target amount, and the released amount of the expiring contracts. You can analyze the number of contracts that would expire in 90 days. The contracts must be valid on current date and should expire before 90 days in the future.",response: I do not have information regarding the Contract Expiry application.; evidence: NA,0.0,0.5447253961312143,7.490163752058132e-232,0.5316122,0.0672645739910314,0.05194805194805195,28,56.563674658241005
What fey features does the Contract Expiry app provide?,"Key Features
With this app, you can do the following:

Analyze data in the form of chart and in tabular format.

Share the analysis results via an email or export as an excel.

Use the filter Purchasing Document Subtype to check purchase contract type.
Navigate to the following apps:

Manage Purchase Contracts

Purchasing Contract Factsheet

My Purchasing Document Items

Supplier Factsheet

Save the analyzed filters for later reference as a new tile.

Filter views

Click the arrow icon on the screen

Choose the Save as Tile option

Enter relevant details and save

The newly created tile displays on the launchpad.

This app uses the following CDS view:
C_PurchaseContractExpiry","1. Analyze data in the form of chart and in tabular format.
2. Share the analysis results via an email or export as an excel.
3. Use the filter Purchasing Document Subtype to check purchase contract type.
4. Save the analyzed filters for later reference as a new tile.",unanswerable; evidence: NA This is a list of features that the Goods Receipt application provides.,0.03636363636363636,0.5161391454083579,9.37679901839059e-232,0.32101285,0.09132420091324202,0.09375,40,45.40230342028902
Which devices types does the Contract Expiry app support?,"Supported Device Types
Desktop

Tablet

Smartphone","The Contract Expiry app supports desktop, tablet and smartphone.",response: I am a virtual assistant who can only help you with information about $TOPIC.; evidence: NA,0.0,0.47624924643473193,3.6801512696566824e-232,0.04130329,0.023923444976076555,0.0,35,9.999999999999998
What is the purpose of the Unused Contracts app?,"Unused Contracts
Use
You can use this app to identify the number of contracts not used from the previous year to date. You can also find the target and released amount of the unused contracts. Unused contracts are contracts that were not used for any purchase order assignment or were not changed within a certain time frame.",To identify the number of contracts not used from the previous year to date. You can also find the target and released amount of the unused contracts.,response: I am unable to answer the question.; evidence: NA,0.0625,0.5171845363719123,1.0332112772921225e-231,0.03306668,0.09677419354838708,0.10810810810810811,32,24.198763703587048
What options are available to configure the Flexible Workflow for Purchase Scheduling Agreements?,"The flexible workflow is a general function that allows you to define condition-based workflows for approval processes. For purchase scheduling agreements, you can set up automatic, one-step, or multi-step approval workflows based on your requirements.
The following roles are required when working with the flexible workflow for purchase scheduling agreements:
Roles in Flexible Workflow for Purchase Scheduling Agreements
Who Required Role
User who creates purchase scheduling agreement SAP_BR_PURCHASER
Approver SAP_BR_PURCHASING_MANAGER
Business process configuration expert SAP_BPC_EXPERT","For purchase scheduling agreements, you can set up automatic, one-step, or multi-step approval workflows based on your requirements.",response: I do not have information regarding the Flexible Workflow for Purchase Scheduling Agreements.; evidence: NA,0.2424242424242424,0.5637562218166533,8.412065649527267e-232,0.68938935,0.3142048898767427,0.2777777777777778,23,18.999999999999996
How can I maintain supplier lists for sourcing?,"With this app, you as a sourcing manager, can assign suppliers to a sourcing project based on the selected combination of Material Group and Company Code. You can do this by updating the supplier list in the app Manage Sourcing Projects. During this process, the preferred supplier list for the specified material group and company code is made available for your sourcing project. Please note, that this app doesn't have an own tile on the SAP Fiori launchpad.",A sourcing manager can assign suppliers to a sourcing project based on the selected combination of Material Group and Company Code. You do this by updating the supplier list in the app Manage Sourcing Projects. ,response: I am a business owner who is a buyer.; evidence: NA,0.0,0.5313406065106392,8.784466509829401e-232,0.08909057,0.08287292817679559,0.0851063829787234,32,35.831370917072576
How do I manage quotations from suppliers?,"Purpose
You can use this app to display all supplier quotations that you have received for different RFQs. You can view the detailed information for each quotation.
Key Features
You can perform the following tasks if you have the business role Purchaser:
§ Display the list of all quotations
§ Search for a particular quotation
§ Display detailed information for a quotation by selecting the corresponding line
§ Display general information such as creation date, supplier address, and contact data
§ Display detailed information for items such as the actual item, quantity and pricing details
§ Submit quotations that are in status In Preparation
§ Edit quotations that are in status In Preparation or in status Submitted
§ Delete quotations that are in status In Preparation
§ Award quotations
Note
The system doesn't accept supplier quotations with the net order price that is equal to 0.
§ Set quotations to Completed
§ Navigate to the detailed information about suppliers and RFQs
§ Display the History of the supplier quotations to keep track of the document changes.","
Use the Manage Supplier Quotations app to display all supplier quotations that you have received for different RFQs. You can display all quotations, search quotations, view detailed information, submit quotations, edit quotations, delete quotations, and award quotations",response: I am a business owner who is looking to manage my business's suppliers.; evidence: NA,0.0784313725490196,0.4655840654264797,8.412065649527267e-232,0.27463698,0.10729613733905578,0.11111111111111113,34,37.93671566789964
What type of Request for Quotation types are available?,"With this app, you can display RFQs that have been created in the SAP S/4HANA Cloud system by type. You can see the following RFQ types:
Ext. Price Requests: RFQs for which pricing is extracted from external systems for example, SAP Ariba.
Ext. Sourcing Requests: RFQs for which bidding and awarding takes place externally. The RFQs that are created in SAP S/4HANA Cloud, and then sent to the SAP Ariba system where the bidding process takes place. The awarded quotations are then sent back to SAP S/4HANA Cloud.
Int. Sourcing Requests: RFQs for which all the processes happen internally within SAP S/4HANA Cloud.","You can see the following Request for Quotation (RFQ) types:
External Price Requests: extracted from external systems for example, SAP Ariba.
External Sourcing Requests: bidding and awarding takes place externally.
Internal Sourcing Requests: all the processes happen internally within SAP S/4HANA Cloud.",response: I am a virtual assistant who can only help you with information about $TOPIC.; evidence: NA,0.07142857142857144,0.5473401803861965,9.594503055152632e-232,0.2392309,0.09999999999999999,0.06666666666666667,31,42.940522855070206
Can you schedule recurring jobs related to purchasing?,"With this app you can schedule and monitor recurring, purchasing related activities as a background job.

Key Features
You can choose from the following job templates:

Automatic Creation of Purchase Orders from Requisitions

Automatic Creation of Service Entry Sheets from Time Recording

Note
Please use this application job only if an error occurred during the automatic generation of service entry sheets from timesheets and you want to restart the creation of failed service entry sheets or goods receipts.

Create Scheduling Agreement Releases

Renumbering of Schedule Lines

To renumber schedule lines for an item in a purchase scheduling agreement, you need to schedule a background job using the job template Renumbering of Schedule Lines in the app Schedule Purchasing Jobs - Advanced. Here you can define the threshold, which is 50% to 100% of its maximum limit: 9999 schedule lines. During the creation of schedule lines, if the defined threshold value is reached, the scheduled background job triggers the renumbering of the schedule lines so that you can continue creating new lines.","With this app you can schedule and monitor recurring, purchasing related activities as a background job.

Key Features
You can choose from the following job templates:

Automatic Creation of Purchase Orders from Requisitions

Automatic Creation of Service Entry Sheets from Time Recording

Note
Please use this application job only if an error occurred during the automatic generation of service entry sheets from timesheets and you want to restart the creation of failed service entry sheets or goods receipts.

Create Scheduling Agreement Releases

Renumbering of Schedule Lines

To renumber schedule lines for an item in a purchase scheduling agreement, you need to schedule a background job using the job template Renumbering of Schedule Lines in the app Schedule Purchasing Jobs - Advanced. Here you can define the threshold, which is 50% to 100% of its maximum limit: 9999 schedule lines. During the creation of schedule lines, if the defined threshold value is reached, the scheduled background job triggers the renumbering of the schedule lines so that you can continue creating new lines.",no evidence; evidence: NA The system suggests all the key data for the goods receipt from the preceding document,0.047337278106508875,0.5723038400922503,1.7862791862686203e-155,0.2784099,0.1699197860962567,0.09523809523809523,38,109.29768660144074
How can you manage quota arrangements?,"With this app you can schedule and monitor recurring, purchasing related activities as a background job.
Key Features
You can choose from the following job templates:

• Automatic Creation of Purchase Orders from Requisitions

• Automatic Creation of Service Entry Sheets from Time Recording

Note
Please use this application job only if an error occurred during the automatic generation of service entry sheets from timesheets and you want to restart the creation of failed service entry sheets or goods receipts.

• Create Scheduling Agreement Releases

• Renumbering of Schedule Lines

To renumber schedule lines for an item in a purchase scheduling agreement, you need to schedule a background job using the job template Renumbering of Schedule Lines in the app Schedule Purchasing Jobs - Advanced. Here you can define the threshold, which is 50% to 100% of its maximum limit: 9999 schedule lines. During the creation of schedule lines, if the defined threshold value is reached, the scheduled background job triggers the renumbering of the schedule lines so that you can continue creating new lines.","You can schedule and monitor recurring, purchasing related activities as a background job. You can choose from the following job templates:
• Automatic Creation of Purchase Orders from Requisitions
• Automatic Creation of Service Entry Sheets from Time Recording
• Create Scheduling Agreement Releases
• Renumbering of Schedule Lines",response: I am a virtual assistant who can only help you with information about $TOPIC.; evidence: NA,0.06349206349206349,0.502872032198039,9.594503055152632e-232,0.025702331,0.09999999999999999,0.09677419354838708,39,47.88837839615428
How can I find the consumption of value type contracts?,"You can use this app to identify the consumption percentage of value type contracts from the previous year to date. You can also find the target and released amount of the contracts.
The KPI is displayed in the following views:
§ By Supplier
§ By Purchasing Group
§ By Purchasing Organization
§ Document
§ Trend
§ Trend by Supplier",Use the Value Contract Consumption app to identify the consumption percentage of value type contracts from the previous year to date.,response: You can find the consumption of value type contracts by analyzing the total value of all the value type contracts in the value chain.,0.30769230769230765,0.6620696010412993,0.1133766028025001,0.69882166,0.2591610790581631,0.43478260869565216,18,17.945734920059476
What are settlement documents?,"When you settle condition contracts, the system creates one or more settlement documents according to the settings of the condition contract type.
Purpose of Settlement Documents
Settlement documents serve the following purposes.
§ Settlement documents document the settlement run: You can see the created settlement documents in the document flow of a condition contract.
§ Settlement documents are used to calculate rebate or accruals amounts: The calculation is performed by means of a separate pricing procedure specified in the settlement document.
§ Settlement documents are the link to financial accounting: The system creates journal entries according to the different settings for the condition contract type and for pricing.","Settlement documents serve the following purposes:
- document the settlement run
- used to calculate rebate or accruals amounts
- the link to financial accounting",response: I am a virtual assistant who can only help you with information about $TOPIC.; evidence: NA,0.0,0.49524789777669037,8.06798322521923e-232,0.20767286,0.022321428571428572,0.0,29,26.000000000000007
How can I monitor settlement documents?,"With this app, you can easily get an overview of settlement documents for a selected time period and specific criteria.

The app also allows you to drill down on cumulated settlement amounts based on settlement document information. This facilitates the management of settlement documents and helps you to make informed business decisions.

You can monitor settlement documents based on document and condition contract information. The settlement amounts are converted and summed up in the respective display currency; this gives you a precise overview of the settlement documents in your settlement process.",You can easily get an overview of settlement documents for a selected time period and specific criteria and drill down on cumulated settlement amounts based on settlement document information. This facilitates the management of settlement documents and helps you to make informed business decisions.,response: I do not have information regarding how to monitor settlement documents.; evidence: NA,0.14545454545454548,0.5328410201602511,3.306908134433258e-155,0.58849275,0.20499465811965814,0.13793103448275862,18,40.62692629415067
How can I verify the amounts calculated during condition contract settlement?,"With this app, you can view an itemization of the business volume for selected condition contract settlement documents.
This app uses the C_DetStmntPurgRbteQry CDS view.
Key Features
You can use this app to verify the settlement amounts that are calculated by the system during condition contracts settlement by providing a complete list of the items which were included in these calculations.","With Analyze Detailed Statement Purchasing Rebates, you can view an itemization of the business volume for selected condition contract settlement documents.",response: You can verify the amounts calculated during condition contract settlement by referring to the payment posting.; evidence: How can I verify the amounts calculated during condition contract settlement?,0.2222222222222222,0.6528171739157509,1.3878192587942283e-78,0.55181676,0.17399665033186523,0.24000000000000002,26,21.649905047814233
What can I do with Extend Contract Conditions?,"With this app you can extend the selected condition contracts according to the extension calendar in the condition contract header.
Key Features
Select condition contracts with an extension calendar.
Extend condition contracts with an extension calendar.","You can extend the selected condition contracts according to the extension calendar in the condition contract header, such as, select condition contracts with an extension calendar and extend condition contracts with an extension calendar.",response: You can use the Extend Contract Conditions to determine the revenue account for the period in question.; evidence: Revenue Account Determination,0.25,0.5220001672322934,4.152586198841012e-155,0.40230286,0.2534231953889787,0.35714285714285715,23,29.85385531159205
How can I manage sources of supply?,"With this app you can view and manage existing sources of supply for a material for a defined validity period. You can create a source of supply, such as a source list, a contract, or a purchasing info record.
Key Features
You can perform the following tasks if you have the business role purchaser:
• Search and view sources of supply based on different criteria, such as material, supplier, material group, plant, purchasing organization, purchasing document category, quota arrangement, and validity period.
• View the relevance of different sources of supply
• Create or edit sources of supply
Note
When you click create and choose a source of supply, you will be navigated to the respective app to provide the details for the creation of the purchasing document.
§ Check the default source assignment of a purchase requisition for a specific material, plant, and date combination
§ Choose Simulate SoS Assignment
§ Enter the relevant material, plant, and date
§ Choose Go
The system will display the default sources of supply. If multiple sources of supply exist and if the system cannot determine a single default source of supply, then all sources of supply will be shown.","With Manage Sources of Supply, you can view and manage existing sources of supply for a material for a defined validity period. You can create a source of supply, such as a source list, a contract, or a purchasing info record.",response: I do not have information regarding how to manage sources of supply.; evidence: NA,0.16,0.5371974189030496,1.2297563025247023e-78,0.6461896,0.1955912334352701,0.14285714285714285,23,38.846162272242644
What options are available in Monitor Supplier Confirmations?,"With this app, you can display purchasing document items (purchase orders and scheduling agreements) that have pending supplier confirmations and monitor their status from the supplier. You can also choose a purchasing document item to view its delivery schedule, account assignment details, and general information.
Key Features
You can use this app to:
• View purchasing document items based on filter criteria such as the purchasing document, purchasing organization, purchasing group, supplier, and confirmation category.
Note
Only purchasing document items that fall within a specified monitoring period are displayed in this app. This monitoring period is defined by your business configuration expert in the configuration step Set Up Confirmation Control. This configuration step can be found in the Manage Your Solution app under Sourcing and Procurement  Operational Procurement  Confirmations.
• View the delivery schedule, account assignment details, and general information of a purchasing document item.
• Navigate to view contextual information related to a supplier.
• Navigate to view contextual information related to a material.","You can display purchasing document items (purchase orders and scheduling agreements) that have pending supplier confirmations and monitor their status from the supplier. You can also choose a purchasing document item to view its delivery schedule, account assignment details, and general information.",no relevant information is found; evidence: NA The system suggests all the key data for the goods receipt from the preceding document,0.10344827586206896,0.5196307636797428,3.0609232467155214e-155,0.44624218,0.11955492424242424,0.125,23,41.44410224073789
What is the Off-Contract Spend app used for?,"You can use the Off-Contract Spend app to analyze the total spend amount in relation to purchase orders that do not have a contract assignment. For some items, no negotiated pricing or blanket purchase agreement is in place when they are purchased. These items are defined as non-contract purchases. You can use this app to measure the percentage of purchases made without any contract.
The KPI is displayed in the following views:
• By Supplier
• By Purchasing Group
• By Purchasing Organization
• By Material Group
• Document
• By Plant
• By WBS Element
• By Cost Center
• Trend
• Trend by Supplier
• Trend by Purchasing Category","You can use the Off-Contract Spend app to analyze the total spend amount in relation to purchase orders that do not have a contract assignment. For some items, no negotiated pricing or blanket purchase agreement is in place when they are purchased. These items are defined as non-contract purchases. You can use this app to measure the percentage of purchases made without any contract.",response: I am unable to answer this question.; evidence: NA,0.05714285714285715,0.541900383574622,8.319100378795605e-232,-0.07240155,0.10256410256410255,0.052631578947368425,33,58.056995189723594
What is the Manage Purchasing Info Records app used for?,"With this app you can view and manage purchasing info records (info records). You can also determine which material can be procured from a specific supplier at a defined price for a certain validity period. To create an info record using this app, you must store a material or a material group and its supplier details at a plant or a purchasing organization level.
Key Features
With this app, you can do the following:
• Search for info records based on different criteria such as info record number, material, material group, supplier, and plant
• View, create, edit, or delete info records
Note
You can create and display info records for the following procurement types:
o Consignment
o Pipeline
o Standard
o Subcontracting
• Maintain conditions for a defined validity period. Conditions are used to determine the net price of a material.
Note
You can only define the condition type Gross Price in info records.
• Maintain the following sections in an info record:
o General Information
o Purchasing Data
o Delivery and Quantity
o Conditions
o Reference
• Enable info records for automatic sourcing
• Extend existing info records to different plants and purchasing organizations. To extend an info record, you can do the following:
o Choose Create New Purchasing Info Record icon.
o Enter the material and supplier details.
• The info record details for this material and supplier combination appear on the screen.
o Enter the relevant plant and purchasing organization details.
o Choose Save.
Note
You can provide description for an info record only when you have entered the material group.
• Navigate to the Material and Supplier object pages","You can view and manage purchasing info records (info records). You can also determine which material can be procured from a specific supplier at a defined price for a certain validity period. To create an info record using this app, you must store a material or a material group and its supplier details at a plant or a purchasing organization level.",response: a. Manage Purchasing Info Records is an application used to manage the archiving of information about purchases.; evidence: Manage Purchasing Info Records is an application used to manage the archiving of information about purchases.,0.19277108433734938,0.5325594967187837,9.966150368347767e-232,0.696637,0.16055045871559634,0.22916666666666669,20,61.884889585538325
