question,ideal_answer,answer,blue score,meteor score,rouge score,SentenceSim score,SimHash score,perplexity score,bleurt score,F1 score,bert score
What functions are available to evaluate suppliers?,You can use questionnaires for scoring suppliers. The Supplier Evaluation and Performance Monitoring (SL4) you obtain a scorecard based on the questionnaires., The following functions are available to evaluate suppliers: Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation Function Description Supplier Evaluation,2.5082773884397548e-157,0.025531914893617023,0.044444444444444446,0.3473418,21,22.507104505783662,-1.1570006608963013,0.03409090909090909,0.40891828570725786
What is data archiving used for?,To delete data at the end of its lifecycle.," Data archiving is a process of storing data in a database. The data can be stored for a long time, which is useful for data analysis. The data can be archived in a table or in a view. ",5.495994572225064e-233,0.05154639175257732,0.12765957446808512,0.51457286,31,9.8623242624436,-0.8832423686981201,0.10256410256410256,0.5603850054186444
Which objects can be archived?,"Purchase requisitions, purchasing documents, purchasing info records, materials management and invoice documents."," The following objects can be archived: ', ' Order', ' OrderItem', ' OrderPosition', ' OrderPositionItem', ' OrderPositionItemGroup', ' OrderPositionItemGroupMember', ' OrderPositionItemGroupMemberItem', ' OrderPositionItemGroupMemberItemGroup', ' OrderPositionItemGroupMemberItemGroupMember', ' OrderPositionItemGroupMemberItemGroupMemberItem', ' OrderPositionItemGroupMemberItemGroupMemberItemGroup', ' OrderPositionItemGroupMemberItemGroupMemberItemGroupMember', ' OrderPositionItemGroupMemberItemGroupMemberItemGroupMemberItem', ' OrderPositionItemGroupMemberItemGroupMemberItemGroupMemberItemGroup', ' OrderPositionItemGroupMemberItemGroupMemberItemGroupMemberItemGroupMember', ' OrderPositionItemGroupMemberItemGroupMemberItemGroupMemberItemGroupMemberItem', ' OrderPositionItemGroupMemberItemGroupMemberItemGroupMemberItemGroupMemberItemGroup',",2.6485667907659547e-233,0.021156558533145273,0.0,0.08017062,32,13.000000000000028,-0.8818433284759521,0.0,0.43880422895282617
Who can display blocked data?,Only users with special authorization.," The following roles can display blocked data: System Administrator, Plant Administrator, Production Manager, Production Supervisor, Production Engineer, Production Planner, Production Operator, Production Technician, Production Worker, Production Engineer, Production Technician, Production Operator, Production Planner, Production Supervisor, Production Manager, Plant Administrator, System Administrator.', ' The following roles can display blocked data: System Administrator, Plant Administrator, Production Manager, Production Supervisor, Production Engineer, Production Technician, Production Worker, Production Engineer, Production Technician, Production Operator, Production Planner, Production Supervisor, Production Manager, Plant Administrator, System Administrator.', ' The following roles can display blocked data: System Administrator, Plant Administrator, Production Manager, Production Supervisor, Production Engineer, Production Technician, Production Worker, Production Engineer, Production Technician, Production Operator, Production Planner, Production Supervisor, Production Manager, Plant Administrator,",2.187859855404687e-243,0.0032938076416337285,0.0,0.33216566,34,6.0,-1.234628677368164,0.0,0.4030600275312151
Are there prerequisites to be fulfilled before a purchase requisition can be archived?,"Yes, all business checks for the purchase requisition need to be fulfilled and the residence time of each purchase requisition item must have passed.", Yes. The prerequisites for archiving a purchase requisition are as follows: The purchase requisition must be in the status 'Approved'. The purchase requisition must be in the status 'Approved'. The purchase requisition must be in the status 'Approved'. The purchase requisition must be in the status 'Approved'. The purchase requisition must be in the status 'Approved'. The purchase requisition must be in the status 'Approved'. The purchase requisition must be in the status 'Approved'. The purchase requisition must be in the status 'Approved'. The purchase requisition must be in the status 'Approved'. The purchase requisition must be in the status 'Approved'. The purchase requisition must be in the status 'Approved'. The purchase requisition must be in the status 'Approved'. The purchase requisition must be in the status 'Approved'. The,4.148331968271847e-157,0.05550801463367007,0.13071895424836602,0.6193813,19,19.629914679450014,-0.5139098167419434,0.13114754098360654,0.6084963613086276
Where can I create a new archiving variant?,In the Manage Archiving Variants app.," You can create a new archiving variant in the following locations: 1. In the ""Settings"" menu, click on ""Archiving"". 2. In the ""Settings"" menu, click on ""Archiving"" and then on ""Archiving Variants"". 3. In the ""Settings"" menu, click on ""Archiving"" and then on ""Archiving Variants"". 4. In the ""Settings"" menu, click on ""Archiving"" and then on ""Archiving Variants"". 5. In the ""Settings"" menu, click on ""Archiving"" and then on ""Archiving Variants"". 6. In the ""Settings"" menu, click on ""Archiving"" and then on ""Archiving Variants"". 7. In the ""Settings"" menu, click on ""Archiving"" and then on ""Archiving Variants"". 8. In the ""Settings"" menu, click on ""Archiving"" and then on ""Archiving Variants"". 9",1.4470976742247176e-165,0.027112462006079027,0.06837606837606838,0.7952236,25,6.836674890927879,-0.9564266204833984,0.056603773584905655,0.4576929161945979
Are there mandatory checks to be carried out on purchasing documents before they can be archived?,"Yes, it needs to be checked whether residence time 1 has passed.", Yes. ,1.1200407237786664e-231,0.31250000000000006,0.15384615384615385,0.11272971,35,13.0,-0.7029145359992981,0.15384615384615385,0.4897126406431198
What are reasons why deletion indicator cannot be set for a purchase order item in a log?,In Read Access Logging (RAL)., The purchase order item cannot be deleted because it is linked to a purchase order. ,3.5168555826665276e-232,0.031055900621118012,0.0,0.056620944,31,5.999999999999996,-1.1956599950790405,0.0,0.559810496866703
Which capabilities does an integration of SAP Fieldglass in Sourcing and Procument add?,The integration of SAP S/4HANA Cloud with SAP Fieldglass enables an integrated invoicing process for the procured services.," SAP Fieldglass integration with SAP Sourcing and Procurement allows you to manage the entire sourcing process from a single platform. You can use SAP Fieldglass to find and manage contingent workers, contractors, and suppliers. You can also use SAP Fieldglass to assign and manage the workforce. You can use SAP Fieldglass to manage the entire sourcing process from a single platform. You can use SAP Fieldglass to find and manage contingent workers, contractors, and suppliers. You can also use SAP Fieldglass to assign and manage the workforce. ",1.1436747914527324e-156,0.07124439461883407,0.16981132075471697,0.55042183,27,17.73637840986665,-0.805493950843811,0.125,0.5672226955868164
What happens with invoicing messages coming from SAP Fieldglass containing errrors?,Invoices with errors can be parked or saved as drafts and can later be processed manually., The system will not accept the message and will return an error message. ,1.0669733992029681e-231,0.10489510489510487,0.13793103448275862,0.29421026,29,16.92090621599489,-0.713119387626648,0.07692307692307693,0.6162790783814022
Which technical service do I use for approving a purchase requisition between SAP Fieldglass and SAP S/4HANA Cloud?,The SOAP service PurchaseRequesitionStatusNotification_Out, The technical service is SAP Fieldglass. ,7.236523273960503e-232,0.14925373134328357,0.3636363636363636,0.30803895,35,4.6415888336127775,-1.2497944831848145,0.25,0.4634184390306473
Can I work with a preferred supplier?,"To be able to work with a preferred supplier list, you must first create it in the application Manage Preferred Supplier Lists. Follow the steps described below to create and edit a preferred supplier list, so that you can include the listed suppliers in the relevant list for your sourcing project."," Yes, you can. You can select a preferred supplier when you create a new material. ",1.579214770192159e-78,0.316487032029554,0.2424242424242424,0.48484182,18,37.24131345763423,-0.3352500796318054,0.20689655172413796,0.6139836410681406
How can I change a purchase order?,"Depending on the status, you can make the following changes:

Status Draft:

You can change all existing entries.

Status Not Yet Sent, Sent, and Rejected:

You can no longer change the supplier. All other changes are possible.

Status In Approval:

You can not update the supplier. All other changes are possible."," You can change a purchase order in the following ways: 1. Click on the purchase order in the list. 2. Click on the ""Change"" button. 3. Enter the new quantity. 4. Click on the ""Change"" button. 5. Click on the ""OK"" button. ",1.538538618900323e-78,0.17539073866234361,0.2580645161290323,0.5149675,32,38.000209747792844,-0.7474688291549683,0.1728395061728395,0.6643801947771493
Where can I view the Consumption Percentage?,On the list page and at the header level of the document., The Consumption Percentage is a parameter that is used in the calculation of the Reorder Point. It is used to determine the consumption of a material. The Consumption Percentage is calculated by dividing the consumption of a material by the consumption of the material group. The Consumption Percentage is used in the calculation of the Reorder Point. The Reorder Point is the quantity of a material that is on hand at the time of the calculation. The Reorder Point is calculated as follows: Reorder Point = Maximum Stock Quantity + Safety Stock Quantity + Consumption Quantity x Consumption Percentage The Consumption Quantity is the quantity of a material that is consumed in a period. The Consumption Quantity is calculated as follows: Consumption Quantity = Consumption Quantity of the material group x Consumption Percentage of the material Consumption Quantity of the material group = Consumption Quantity of the material group in the material group definition Consumption,7.657662152063294e-160,0.02702702702702703,0.07407407407407407,0.11233015,27,11.347123319763716,-1.0767724514007568,0.046511627906976744,0.4728490148665588
How is the consumption percentage calculated?,"There are two different formulas for quantity and value contracts.
Quantity contracts:
= [(Release Order Quantity Item 1 * Net Price + Release Order Quantity Item 2 * Net Price) / (Purchase Contract Target Quantity Item 1 * Net Price + Purchase Contract Target Quantity Item 2 * Net Price)] * 100

Value contracts:
= [(Purchase Contract Consumed Value Item 1 + Purchase Contract Consumed Value Item 2) / (Purchase Contract Target Value Item 1 + Purchase Contract Target Value Item 2)] * 100", The consumption percentage is calculated as follows: ConsumptionPercentage = (ActualConsumptionQuantity / SafetyStockQuantity) * 100 ,2.4447328496434336e-155,0.21112351190476192,0.024691358024691357,0.36171222,33,64.24832317266882,-0.7524081468582153,0.024999999999999998,0.5979590743780137
Where can I schedule an application job?,In the Schedule Supplier Invoice Jobs App.," You can schedule an application job in the following ways: 1. In the application, click the Scheduler tab. 2. Click the Scheduler tab. 3. Click the Scheduler tab. 4. Click the Scheduler tab. 5. Click the Scheduler tab. 6. Click the Scheduler tab. 7. Click the Scheduler tab. 8. Click the Scheduler tab. 9. Click the Scheduler tab. 10. Click the Scheduler tab. 11. Click the Scheduler tab. 12. Click the Scheduler tab. 13. Click the Scheduler tab. 14. Click the Scheduler tab. 15. Click the Scheduler tab. 16. Click the Scheduler tab. 17. Click the Scheduler tab. 18. Click the Scheduler tab. 19. Click the Scheduler tab. 20. Click the Scheduler tab. 21. Click the Scheduler tab. 22. Click the Scheduler tab. 23. Click the Scheduler tab",6.166066623439359e-164,0.015792798483891344,0.05925925925925926,0.5552664,20,7.7859278113823285,-1.151502013206482,0.037037037037037035,0.5569305406375364
Can I create a new sourcing project based on a purchase requisition?,Use the HTTP method POST on the SourcingProject entity," Yes, you can create a new sourcing project based on a purchase requisition. ",5.400301927028362e-232,0.034722222222222224,0.09090909090909093,0.35220763,23,9.919280991193288,-0.7679178714752197,0.1111111111111111,0.5962914683316883
What is the Quota arrangement service?,"By using the data provided in an API call this service enables you to list quota arrangements or quota arrangement items according to specific selection criteria (Query), get details of a quota arrangement header or of a quota arrangement item (Single Read), navigate from quota arrangement to related items and vice versa, create the objects 'Quota arrangement header' and 'Quota arrangement header with items', add items to an existing quota arrangement, update quota arrangement header or items, delete quota arrangement or quota arrangement items. The service is based on the OData protocol and can be consumed in apps and other user interfaces.", The Quota arrangement service is a service that allows you to set up a quota arrangement. This service is available for the following business areas: - Sales - Production - Purchasing - Inventory - Manufacturing - Warehouse - Accounting - Project - Service - Sales - Production - Purchasing - Inventory - Manufacturing - Warehouse - Accounting - Project - Service - Sales - Production - Purchasing - Inventory - Manufacturing - Warehouse - Accounting - Project - Service - Sales - Production - Purchasing - Inventory - Manufacturing - Warehouse - Accounting - Project - Service - Sales - Production - Purchasing - Inventory - Manufacturing - Warehouse - Accounting - Project - Service - Sales - Production - Purchasing - Inventory - Manufacturing - Warehouse - Accounting - Project - Service - Sales - Production - Purchasing - Inventory - Manufacturing - Warehouse - Accounting - Project - Service - Sales,6.672813296540915e-79,0.07042107875579087,0.14659685863874344,0.62578166,34,96.18611896042677,-0.563977837562561,0.11173184357541899,0.459376183921291
What are the key features of the Manage Condition Contracts - Supplier Rebates app,"You can use this app to search for condition contracts. For a selected condition contract you can perform actions quickly, such as locking and releasing condition contracts and setting and removing settlement locks, navigate to condition contract creation and condition contract editing, display additional contract details for a selected condition contract, display the settlement dates and settlement date details, display application log entries for a specific settlement date, get an overview of the business volume, analyze the document flow in a detailed way and display all related documents.",? The Manage Condition Contracts - Supplier Rebates app allows you to manage supplier rebates. You can use the app to manage rebates for the following conditions: Rebate for a specific product. Rebate for a specific product and a specific customer. Rebate for a specific product and a specific customer and a specific sales order. Rebate for a specific product and a specific customer and a specific sales order and a specific quantity. Rebate for a specific product and a specific customer and a specific sales order and a specific quantity and a specific unit of measure. Rebate for a specific product and a specific customer and a specific sales order and a specific quantity and a specific unit of measure and a specific order type. Rebate for a specific product and a specific customer and a specific sales order and a specific quantity and a specific unit of measure and a specific order type and a specific order status. Rebate for a specific product and a specific customer and a specific sales order and,6.825921010283123e-79,0.09956425146177979,0.2222222222222222,0.32682994,26,49.870299260744396,-0.5356084108352661,0.19178082191780824,0.5724479918829118
Which process steps does the integration of SAP S/4HANA Cloud with SAP Fieldglass via cXML messages comprise?,"The integration of SAP S/4HANA Cloud with SAP Fieldglass via cXML messages comprises the following two process steps :
1. Receiving invoices
2. Sending status updates for invoices", The integration of SAP S/4HANA Cloud with SAP Fieldglass via cXML messages comprises the following process steps: 1. SAP S/4HANA Cloud sends a cXML message to SAP Fieldglass to create a new employee assignment. 2. SAP Fieldglass sends a cXML message to SAP S/4HANA Cloud to create a new employee assignment. 3. SAP S/4HANA Cloud sends a cXML message to SAP Fieldglass to update an existing employee assignment. 4. SAP Fieldglass sends a cXML message to SAP S/4HANA Cloud to update an existing employee assignment. 5. SAP S/4HANA Cloud sends a cXML message to SAP Fieldglass to delete an existing employee assignment. 6. SAP Fieldglass sends a cXML message to SAP S/4HANA Cloud to delete an existing employee assignment. 7. SAP S/4HANA Cloud sends a cXML message to SAP Fieldglass to get an employee assignment. 8. SAP Fieldglass sends a cXML,0.008909072769438654,0.14981327481327478,0.24858757062146894,0.8475472,23,26.259971747074456,-0.6146306991577148,0.22818791946308725,0.575664187329156
Which parts do BAdIs usually consist of?,BAdIs usually consist of the BAdI Definition and the BadI Implementation, BAdIs consist of the following parts: 1. BAdI name 2. BAdI description 3. BAdI purpose 4. BAdI scope 5. BAdI prerequisites 6. BAdI steps 7. BAdI test cases 8. BAdI test results 9. BAdI test results 10. BAdI test results 11. BAdI test results 12. BAdI test results 13. BAdI test results 14. BAdI test results 15. BAdI test results 16. BAdI test results 17. BAdI test results 18. BAdI test results 19. BAdI test results 20. BAdI test results 21. BAdI test results 22. BAdI test results 23. BAdI test results 24. BAdI test results 25. BAdI test results 26. BAdI test results 27. BAdI test results 28. BAdI,3.422305636138223e-83,0.03378675823208312,0.09917355371900825,0.60070837,27,11.626569012743627,-1.1465601921081543,0.08474576271186442,0.5068549848439401
Which Purchase Requisition apps can you extend according to your business needs?,The Change Purchase Requisitions app and the Display Purchase Requisitions app., You can extend the purchase requisition apps according to your business needs. You can extend the purchase requisition apps as follows: Purchase Requisition: You can extend the purchase requisition apps as follows: Purchase Requisition: You can extend the purchase requisition apps as follows: Purchase Requisition: You can extend the purchase requisition apps as follows: Purchase Requisition: You can extend the purchase requisition apps as follows: Purchase Requisition: You can extend the purchase requisition apps as follows: Purchase Requisition: You can extend the purchase requisition apps as follows: Purchase Requisition: You can extend the purchase requisition apps as follows: Purchase Requisition: You can extend the purchase requisition apps as follows: Purchase Requisition: You can extend the purchase requisition apps as follows: Purchase Requisition: You can extend the purchase requisition apps as follows: Purchase Requisition: You can extend the purchase requisition apps as follows: Purchase Requisition: You can extend the,2.062736298341557e-237,0.04386689642691342,0.10062893081761007,0.5586145,17,11.172101626703652,-0.9875560998916626,0.027972027972027972,0.5375943119006772
Which Purchase Order apps can you extend according to your business needs?,"The Manage Purchase Orders app, the Create Purchase Order - Advanced app, the Change Purchase Order - Advanced app and the Create Purchase Order via Purchase Requisition app.", You can extend the following apps according to your business needs: Purchase Order Purchase Order Item Purchase Order Line Purchase Order Line Item Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase Order Line Item Cost Purchase,8.168070881180078e-157,0.06321005691358293,0.11578947368421054,0.50545543,20,16.581061540365283,-0.8843531608581543,0.08648648648648649,0.4589591038949562
The Adobe® output forms of the which documents can you extend according to your business needs?,"ERS and Invoicing Plan Settlement, Invoice Verification Complaint, Scheduling Agreement Form, Form Template Purchase Contract and Form Template Purchase Order.", The Adobe® output forms of the SAP® BusinessObjects™ Business Intelligence 4.0 (BI4.0) software can be extended according to your business needs. ,8.231055179516831e-232,0.0625,0.046511627906976744,0.26115438,28,21.000000000000007,-0.7385149598121643,0.0,0.5451351710728236
What is the purpose of the Material Price Variance app?,"To display the deviation of the actual price paid for materials from what has been set as standard data. You can monitor the material price variance over a certain period of time and evaluate the price deviations of different documents, for example info records, purchase orders, contracts, and invoices.", The Material Price Variance app is used to analyze the variances between the actual and budgeted material prices. ,3.1624299616763392e-155,0.3264810717797444,0.3283582089552239,0.7000089,21,41.01222769875053,-0.1934654265642166,0.20338983050847456,0.648229976495107
What fey features does the Material Price Variance app provide?,"1. Display the material price variance for different purchasing documents in relation to a range of measures.
2. Drill down to display the material price variance for a range of dimensions.
3. Analyze the material price variance for different object types. 4. Analyze data in chart and tabular format.
5. Save your personalized settings as a variant.", The Material Price Variance app provides the following features: View the material price variance for a material. View the material price variance for a material by plant. View the material price variance for a material by plant and by period. View the material price variance for a material by plant and by period and by material type. View the material price variance for a material by plant and by period and by material type and by material. View the material price variance for a material by plant and by period and by material type and by material and by material group. View the material price variance for a material by plant and by period and by material type and by material and by material group and by material group. View the material price variance for a material by plant and by period and by material type and by material and by material group and by material group and by material group. View the material price variance for a material by plant and by period and by material type and by material and by material group and by material,0.027463908080197125,0.12630736714975846,0.163265306122449,0.7375194,17,35.77345884376994,-0.4649914503097534,0.11872146118721462,0.6130646213057077
Which devices types does the Material Price Variance app support?,"The Material Price Variance app supports desktop, tablet and smartphone."," The Material Price Variance app supports the following devices: Mobile Devices: iPhone, iPad, Android Tablets: Samsung Galaxy Tab, Amazon Kindle Fire, Google Nexus, Google Pixel, Microsoft Surface, Apple iPad Pro, Apple iPad Air, Apple iPad Mini, Apple iPad, Apple iPhone, Apple iPod Touch, Amazon Kindle, Amazon Kindle Fire HD, Amazon Kindle Fire HDX, Amazon Kindle Fire HDX 8.9, Amazon Kindle Fire HDX 7.9, Amazon Kindle Fire HDX 7.8, Amazon Kindle Fire HDX 7.7, Amazon Kindle Fire HDX 7.6, Amazon Kindle Fire HDX 7.5, Amazon Kindle Fire HDX 7.4, Amazon Kindle Fire HDX 7.3, Amazon Kindle Fire HDX 7.2, Amazon Kindle Fire HDX 7.1, Amazon Kindle Fire HDX 7.0, Amazon Kindle Fire HDX 6.",7.488018319678799e-06,0.06290821912636388,0.10447761194029852,0.79423463,29,10.944472729793736,-0.9650485515594482,0.08333333333333334,0.49394216201244256
What is the purpose of the Contract Expiry app?,"To identify purchase contracts that expire within a specific time frame. You can also use the app to find the number of expiring contracts, target amount, and the released amount of the expiring contracts. You can analyze the number of contracts that would expire in 90 days. The contracts must be valid on current date and should expire before 90 days in the future.", The Contract Expiry app is a tool that helps you to manage the contract expiry dates of your contracts. It is a great tool to keep track of the contract expiry dates and to be able to send reminders to the contract holders. The Contract Expiry app is available in the Contracts app. ,5.212169818976641e-155,0.29618013318763786,0.3931623931623932,0.69494045,19,52.041039398035004,-0.18559931218624115,0.23762376237623764,0.6670608887305627
What fey features does the Contract Expiry app provide?,"1. Analyze data in the form of chart and in tabular format.
2. Share the analysis results via an email or export as an excel.
3. Use the filter Purchasing Document Subtype to check purchase contract type.
4. Save the analyzed filters for later reference as a new tile.", The Contract Expiry app provides the following features: 1. It allows you to view the expiry date of a contract. 2. It allows you to view the expiry date of a contract. 3. It allows you to view the expiry date of a contract. 4. It allows you to view the expiry date of a contract. 5. It allows you to view the expiry date of a contract. 6. It allows you to view the expiry date of a contract. 7. It allows you to view the expiry date of a contract. 8. It allows you to view the expiry date of a contract. 9. It allows you to view the expiry date of a contract. 10. It allows you to view the expiry date of a contract. 11. It allows you to view the expiry date of a contract. 12. It allows you to view the expiry date of a contract. 13. It allows you to view the,2.8594614995835876e-79,0.06387921022067364,0.11538461538461539,0.18598014,31,43.94641246317059,-0.7838202714920044,0.08045977011494253,0.5080398362112272
Which devices types does the Contract Expiry app support?,"The Contract Expiry app supports desktop, tablet and smartphone."," The Contract Expiry app supports the following devices types: iPhone, iPad, iPod touch, Apple Watch. ",0.16838917772447218,0.33230045945079595,0.4166666666666667,0.7857593,14,9.654893846056297,-0.36532872915267944,0.380952380952381,0.8229002790017561
What is the purpose of the Unused Contracts app?,To identify the number of contracts not used from the previous year to date. You can also find the target and released amount of the unused contracts.," The Unused Contracts app is designed to help you manage unused contracts. You can use this app to view the list of unused contracts, delete unused contracts, and create a new unused contract. ",2.3330360697251464e-78,0.2794966236955187,0.39999999999999997,0.5962291,22,25.9446787879513,-0.17884774506092072,0.33962264150943394,0.606352551203025
What options are available to configure the Flexible Workflow for Purchase Scheduling Agreements?,"For purchase scheduling agreements, you can set up automatic, one-step, or multi-step approval workflows based on your requirements.", The following options are available to configure the Flexible Workflow for Purchase Scheduling Agreements: 1. The system determines the purchase scheduling agreement that is to be used for procurement. 2. The system determines the purchase scheduling agreement that is to be used for procurement. 3. The system determines the purchase scheduling agreement that is to be used for procurement. 4. The system determines the purchase scheduling agreement that is to be used for procurement. 5. The system determines the purchase scheduling agreement that is to be used for procurement. 6. The system determines the purchase scheduling agreement that is to be used for procurement. 7. The system determines the purchase scheduling agreement that is to be used for procurement. 8. The system determines the purchase scheduling agreement that is to be used for procurement. 9. The system determines the purchase scheduling agreement that is to be used for procurement. 10. The system determines the purchase scheduling agreement that is to be used for procurement. 11. The system determines the purchase,1.865864620315152e-158,0.017142857142857144,0.05263157894736842,0.6656591,16,18.873523881573245,-0.8751522302627563,0.04878048780487805,0.47381772427838675
How can I maintain supplier lists for sourcing?,A sourcing manager can assign suppliers to a sourcing project based on the selected combination of Material Group and Company Code. You do this by updating the supplier list in the app Manage Sourcing Projects. , You can maintain supplier lists for sourcing in the following ways: You can maintain supplier lists in the Supplier Master. You can maintain supplier lists in the Supplier Master. You can maintain supplier lists in the Supplier Master. You can maintain supplier lists in the Supplier Master. You can maintain supplier lists in the Supplier Master. You can maintain supplier lists in the Supplier Master. You can maintain supplier lists in the Supplier Master. You can maintain supplier lists in the Supplier Master. You can maintain supplier lists in the Supplier Master. You can maintain supplier lists in the Supplier Master. You can maintain supplier lists in the Supplier Master. You can maintain supplier lists in the Supplier Master. You can maintain supplier lists in the Supplier Master. You can maintain supplier lists in the Supplier Master. You can maintain supplier lists in the Supplier Master. You can maintain supplier lists in the Supplier Master. You can maintain supplier lists in the Supplier,1.0947480349126734e-156,0.0514651646214712,0.10101010101010102,0.53808045,29,31.256271808360562,-0.6418138742446899,0.05714285714285715,0.49615824749456583
How do I manage quotations from suppliers?,"
Use the Manage Supplier Quotations app to display all supplier quotations that you have received for different RFQs. You can display all quotations, search quotations, view detailed information, submit quotations, edit quotations, delete quotations, and award quotations"," You can manage quotations from suppliers using the quotations management feature of the system. You can use this feature to manage quotations from suppliers, and to create purchase orders based on the quotations. You can also create purchase requisitions based on the quotations. You can also use the quotations management feature to create purchase orders based on the quotations. You can also create purchase requisitions based on the quotations. You can also use the quotations management feature to create purchase orders based on the quotations. You can also create purchase requisitions based on the quotations. You can also use the quotations management feature to create purchase orders based on the quotations. You can also create purchase requisitions based on the quotations. You can also use the quotations management feature to create purchase orders based on the quotations. You can also create purchase requisitions based on the quotations. You can also use the quotations management feature to create purchase orders based on",9.870368491396869e-80,0.0929419113054341,0.18181818181818185,0.5306589,15,36.36848163817662,-0.44295287132263184,0.16666666666666669,0.548067205160567
What type of Request for Quotation types are available?,"You can see the following Request for Quotation (RFQ) types:
External Price Requests: extracted from external systems for example, SAP Ariba.
External Sourcing Requests: bidding and awarding takes place externally.
Internal Sourcing Requests: all the processes happen internally within SAP S/4HANA Cloud.", There are two types of Request for Quotation (RFQ): 1. Fixed Price RFQ 2. Time and Material RFQ ,0.10260020371628424,0.28488309738309736,0.2295081967213115,0.68579376,34,41.10606550108044,-0.3291792869567871,0.24137931034482757,0.6246035060396901
Can you schedule recurring jobs related to purchasing?,"With this app you can schedule and monitor recurring, purchasing related activities as a background job.

Key Features
You can choose from the following job templates:

Automatic Creation of Purchase Orders from Requisitions

Automatic Creation of Service Entry Sheets from Time Recording

Note
Please use this application job only if an error occurred during the automatic generation of service entry sheets from timesheets and you want to restart the creation of failed service entry sheets or goods receipts.

Create Scheduling Agreement Releases

Renumbering of Schedule Lines

To renumber schedule lines for an item in a purchase scheduling agreement, you need to schedule a background job using the job template Renumbering of Schedule Lines in the app Schedule Purchasing Jobs - Advanced. Here you can define the threshold, which is 50% to 100% of its maximum limit: 9999 schedule lines. During the creation of schedule lines, if the defined threshold value is reached, the scheduled background job triggers the renumbering of the schedule lines so that you can continue creating new lines.", Yes. You can schedule recurring jobs related to purchasing. You can schedule recurring jobs related to purchasing. ,2.4798086173571852e-155,0.30577807271176,0.1497326203208556,0.64588815,22,103.64041223131098,-0.8054791688919067,0.152046783625731,0.5604243502020836
How can you manage quota arrangements?,"You can schedule and monitor recurring, purchasing related activities as a background job. You can choose from the following job templates:
• Automatic Creation of Purchase Orders from Requisitions
• Automatic Creation of Service Entry Sheets from Time Recording
• Create Scheduling Agreement Releases
• Renumbering of Schedule Lines", You can manage quota arrangements in the following ways: You can set up a quota arrangement for a material group. You can set up a quota arrangement for a material. You can set up a quota arrangement for a product. You can set up a quota arrangement for a product group. You can set up a quota arrangement for a product structure. You can set up a quota arrangement for a product structure group. You can set up a quota arrangement for a product structure group. You can set up a quota arrangement for a product structure. You can set up a quota arrangement for a product structure. You can set up a quota arrangement for a product structure. You can set up a quota arrangement for a product structure. You can set up a quota arrangement for a product structure. You can set up a quota arrangement for a product structure. You can set up a quota arrangement for a product structure. You can set up a quota arrangement for a product structure. You can set up a quota arrangement for,9.460423449786568e-80,0.04863685932388222,0.06167400881057269,0.19443308,35,43.601724891803144,-0.5990766286849976,0.050761421319796954,0.49053292503260604
How can I find the consumption of value type contracts?,Use the Value Contract Consumption app to identify the consumption percentage of value type contracts from the previous year to date., The consumption of value type contracts is calculated in the same way as the consumption of the material. The consumption of value type contracts is calculated in the same way as the consumption of the material. The consumption of value type contracts is calculated in the same way as the consumption of the material. The consumption of value type contracts is calculated in the same way as the consumption of the material. The consumption of value type contracts is calculated in the same way as the consumption of the material. The consumption of value type contracts is calculated in the same way as the consumption of the material. The consumption of value type contracts is calculated in the same way as the consumption of the material. The consumption of value type contracts is calculated in the same way as the consumption of the material. The consumption of value type contracts is calculated in the same way as the consumption of the material. The consumption of value type contracts is calculated in the same way as the consumption of the material. The consumption of value type contracts is calculated,4.7738731605966255e-05,0.05248752771618626,0.10526315789473686,0.5270144,21,17.988812882200076,-0.7644491791725159,0.08484848484848484,0.5293012467598674
